S#,SNAME,SEX,BDATE,HEIGHT,DORM
02004978,陈红梅,男,2001-12-18,1.76,东6舍223
02204980,李颖,女,2002-03-26,1.79,西6舍223
02004982,李阳,男,2002-05-14,1.83,东6舍223
02204984,王秀华,女,2001-01-04,1.77,西6舍224
02004986,宋琳,男,2001-02-25,1.60,东6舍224
02204988,程晶,女,2003-10-20,1.70,西6舍224
02004990,赵云,男,2003-02-13,1.69,东6舍224
02204992,王瑞,女,2002-08-21,1.61,西6舍225
02004994,王桂花,男,2003-04-20,1.79,东6舍225
02204996,楼秀华,女,2001-11-09,1.78,西6舍225
02004998,罗建军,男,2001-01-11,1.74,东6舍225
02205000,张瑞,女,2001-03-25,1.73,西7舍226
02005002,胡秀华,男,2003-03-26,1.69,东7舍226
02205004,韩红霞,女,2001-02-26,1.55,西7舍226
02005006,黎玉梅,男,2001-03-29,1.79,东7舍226
02205008,赖帆,女,2001-09-23,1.50,西7舍227
02005010,萧柳,男,2002-02-07,1.83,东7舍227
02205012,陈想,女,2001-05-27,1.77,西7舍227
02005014,梁秀兰,男,2002-02-03,1.66,东7舍227
02205016,纪小红,女,2003-01-18,1.55,西7舍228
02005018,黄冬梅,男,2003-04-03,1.90,东7舍228
02205020,韦波,女,2001-04-10,1.51,西7舍228
02005022,臧博,男,2002-06-06,1.62,东7舍228
02205024,谭涛,女,2002-11-18,1.69,西7舍229
02005026,刘丽华,男,2002-02-21,1.72,东7舍229
02205028,徐洋,女,2001-11-06,1.72,西7舍229
02005030,曹东,男,2002-11-16,1.74,东7舍229
02205032,穆红,女,2002-06-12,1.62,西7舍230
02005034,王帅,男,2001-10-21,1.75,东7舍230
02205036,李云,女,2001-11-28,1.52,西7舍230
02005038,邱凤英,男,2003-09-14,1.63,东7舍230
02205040,苗明,女,2002-12-19,1.79,西7舍231
02005042,孙龙,男,2003-06-22,1.85,东7舍231
02205044,杨晨,女,2002-11-19,1.72,西7舍231
02005046,管兰英,男,2002-06-09,1.88,东7舍231
02205048,康玲,女,2001-01-08,1.65,西7舍232
02005050,徐伟,男,2003-08-15,1.90,东7舍232
02205052,赵秀云,女,2002-05-11,1.60,西7舍232
02005054,戴佳,男,2003-05-05,1.64,东7舍232
02205056,刘伟,女,2003-05-24,1.54,西7舍233
02005058,覃志强,男,2003-04-03,1.86,东7舍233
02205060,刘倩,女,2001-02-08,1.74,西7舍233
02005062,贺兵,男,2001-10-23,1.84,东7舍233
02205064,刘畅,女,2003-05-30,1.66,西7舍234
02005066,张健,男,2001-07-07,1.78,东7舍234
02205068,金秀英,女,2001-01-24,1.68,西7舍234
02005070,王婷婷,男,2003-03-28,1.70,东7舍234
02205072,邱涛,女,2001-08-06,1.65,西7舍235
02005074,夏涛,男,2003-04-26,1.64,东7舍235
02205076,周桂兰,女,2003-08-21,1.72,西7舍235
02005078,何淑华,男,2001-11-05,1.85,东7舍235
02205080,徐建军,女,2003-03-11,1.65,西7舍236
02005082,陈颖,男,2001-07-08,1.60,东7舍236
02205084,裘桂兰,女,2001-05-07,1.55,西7舍236
02005086,王波,男,2003-01-12,1.83,东7舍236
02205088,王玉,女,2001-07-24,1.77,西7舍237
02005090,杨楠,男,2003-12-25,1.71,东7舍237
02205092,李娟,女,2002-05-16,1.60,西7舍237
02005094,林桂荣,男,2002-04-24,1.82,东7舍237
02205096,姜建,女,2002-09-09,1.66,西7舍238
02005098,王桂珍,男,2001-07-20,1.70,东7舍238
02205100,张涛,女,2002-12-23,1.79,西7舍238
02005102,李涛,男,2002-01-07,1.72,东7舍238
02205104,方秀珍,女,2002-03-02,1.78,西7舍239
02005106,李军,男,2002-10-18,1.77,东7舍239
02205108,吴秀云,女,2003-11-12,1.55,西7舍239
02005110,吴坤,男,2003-12-27,1.67,东7舍239
02205112,欧阳林,女,2002-09-05,1.57,西7舍240
02005114,岳辉,男,2002-07-22,1.60,东7舍240
02205116,李淑英,女,2003-11-03,1.71,西7舍240
02005118,蒋艳,男,2002-11-25,1.86,东7舍240
02205120,赵秀兰,女,2003-02-27,1.77,西7舍241
02005122,刘英,男,2003-03-31,1.75,东7舍241
02205124,林春梅,女,2003-07-31,1.53,西7舍241
02005126,孙霞,男,2003-02-22,1.82,东7舍241
02205128,刘洋,女,2002-09-24,1.55,西7舍242
02005130,张婷婷,男,2002-10-26,1.84,东7舍242
02205132,何利,女,2002-05-23,1.61,西7舍242
02005134,陈兰英,男,2001-08-18,1.88,东7舍242
02205136,赵伟,女,2001-01-19,1.74,西7舍243
02005138,彭燕,男,2001-09-12,1.70,东7舍243
02205140,李鹏,女,2003-05-27,1.62,西7舍243
02005142,刘金凤,男,2003-09-11,1.89,东7舍243
02205144,狄晨,女,2001-06-13,1.73,西7舍244
02005146,李岩,男,2003-08-27,1.61,东7舍244
02205148,叶婷,女,2003-03-22,1.70,西7舍244
02005150,袁洋,男,2003-02-05,1.76,东7舍244
02205152,张萍,女,2001-02-19,1.78,西7舍245
02005154,王淑珍,男,2001-05-05,1.67,东7舍245
02205156,林红霞,女,2001-03-26,1.52,西7舍245
02005158,张秀华,男,2002-05-09,1.76,东7舍245
02205160,张兵,女,2001-08-21,1.67,西7舍246
02005162,朱琴,男,2001-12-26,1.78,东7舍246
02205164,陈桂芳,女,2003-09-06,1.64,西7舍246
02005166,孙强,男,2001-07-23,1.69,东7舍246
02205168,戴丽丽,女,2002-03-09,1.60,西7舍247
02005170,龙雪梅,男,2003-12-10,1.71,东7舍247
02205172,何波,女,2003-04-20,1.76,西7舍247
02005174,刘洋,男,2002-12-18,1.68,东7舍247
02205176,萧玉,女,2003-05-10,1.74,西7舍248
02005178,陈晶,男,2003-06-17,1.80,东7舍248
02205180,项玉兰,女,2002-02-06,1.62,西7舍248
02005182,郑健,男,2001-05-13,1.66,东7舍248
02205184,唐静,女,2001-10-20,1.66,西7舍249
02005186,刘杰,男,2002-11-23,1.77,东7舍249
02205188,杜燕,女,2002-07-26,1.67,西7舍249
02005190,吴健,男,2002-03-09,1.62,东7舍249
02205192,安想,女,2001-11-30,1.77,西7舍250
02005194,朱玉英,男,2001-08-24,1.67,东7舍250
02205196,张小红,女,2003-04-04,1.58,西7舍250
02005198,马荣,男,2002-02-05,1.72,东7舍250
02205200,黄晨,女,2003-12-30,1.67,西7舍251
02005202,黄建平,男,2002-07-04,1.64,东7舍251
02205204,吴利,女,2001-11-25,1.61,西7舍251
02005206,钟金凤,男,2001-07-07,1.85,东7舍251
02205208,龙阳,女,2001-08-17,1.72,西7舍252
02005210,李雷,男,2002-08-30,1.80,东7舍252
02205212,吴莹,女,2001-01-07,1.55,西7舍252
02005214,徐俊,男,2001-12-01,1.86,东7舍252
02205216,周利,女,2001-08-27,1.63,西7舍253
02005218,郑畅,男,2001-11-07,1.71,东7舍253
02205220,张鹏,女,2001-10-13,1.71,西7舍253
02005222,李涛,男,2001-02-01,1.79,东7舍253
02205224,钟洋,女,2003-05-26,1.78,西7舍254
02005226,刘佳,男,2003-11-06,1.88,东7舍254
02205228,杨秀荣,女,2001-12-14,1.68,西7舍254
02005230,刘欢,男,2002-08-24,1.84,东7舍254
02205232,张娜,女,2001-03-24,1.74,西7舍255
02005234,李建平,男,2003-03-03,1.61,东7舍255
02205236,赵婷,女,2002-09-29,1.69,西7舍255
02005238,骆玉英,男,2003-05-12,1.89,东7舍255
02205240,张秀兰,女,2003-12-27,1.60,西7舍256
02005242,乔玉梅,男,2003-05-24,1.85,东7舍256
02205244,商强,女,2002-12-25,1.80,西7舍256
02005246,郎婷,男,2001-04-23,1.70,东7舍256
02205248,王鑫,女,2003-04-30,1.67,西7舍257
02005250,张建平,男,2002-08-19,1.71,东7舍257
02205252,徐华,女,2002-05-06,1.63,西7舍257
02005254,王丽娟,男,2001-02-21,1.62,东7舍257
02205256,张畅,女,2001-05-08,1.66,西7舍258
02005258,廉波,男,2002-01-03,1.63,东7舍258
02205260,陈坤,女,2001-01-01,1.78,西7舍258
02005262,王娜,男,2002-11-03,1.87,东7舍258
02205264,谢杨,女,2003-01-16,1.54,西7舍259
02005266,潘林,男,2003-10-14,1.65,东7舍259
02205268,张桂兰,女,2001-01-04,1.73,西7舍259
02005270,蔡晶,男,2001-10-04,1.74,东7舍259
02205272,海海燕,女,2001-10-30,1.60,西7舍260
02005274,高峰,男,2002-07-04,1.79,东7舍260
02205276,刘淑英,女,2003-04-05,1.51,西7舍260
02005278,张建华,男,2003-01-04,1.74,东7舍260
02205280,张淑华,女,2001-07-03,1.55,西7舍261
02005282,刘柳,男,2001-08-03,1.60,东7舍261
02205284,龙超,女,2002-01-14,1.51,西7舍261
02005286,邱玲,男,2001-02-06,1.60,东7舍261
02205288,梁海燕,女,2002-08-16,1.55,西7舍262
02005290,滕秀芳,男,2001-02-23,1.83,东7舍262
02205292,赵兰英,女,2002-12-13,1.57,西7舍262
02005294,戴建军,男,2002-07-13,1.69,东7舍262
02205296,李亮,女,2002-02-15,1.78,西7舍263
02005298,包华,男,2003-11-16,1.74,东7舍263
02205300,易霞,女,2001-02-06,1.76,西7舍263
02005302,彭凤兰,男,2002-09-07,1.81,东7舍263
02205304,谭静,女,2003-09-07,1.63,西7舍264
02005306,吕凤兰,男,2003-11-08,1.80,东7舍264
02205308,徐玲,女,2001-10-17,1.68,西7舍264
02005310,童辉,男,2002-01-22,1.80,东7舍264
02205312,李芳,女,2003-03-07,1.70,西7舍265
02005314,董玉,男,2001-08-21,1.68,东7舍265
02205316,张丽娟,女,2002-04-19,1.56,西7舍265
02005318,林峰,男,2001-05-27,1.88,东7舍265
02205320,汪秀兰,女,2001-02-18,1.67,西7舍266
02005322,展晶,男,2002-02-13,1.76,东7舍266
02205324,杜玉华,女,2002-03-28,1.71,西7舍266
02005326,何明,男,2001-03-28,1.75,东7舍266
02205328,陆春梅,女,2003-01-08,1.76,西7舍267
02005330,刘秀华,男,2003-07-28,1.65,东7舍267
02205332,赵涛,女,2002-10-10,1.77,西7舍267
02005334,张波,男,2003-08-21,1.74,东7舍267
02205336,梁桂芝,女,2003-01-26,1.57,西7舍268
02005338,张春梅,男,2002-08-16,1.60,东7舍268
02205340,刘林,女,2001-05-23,1.69,西7舍268
02005342,李桂珍,男,2002-11-21,1.69,东7舍268
02205344,宋佳,女,2003-09-18,1.55,西7舍269
02005346,杨玉珍,男,2001-03-01,1.85,东7舍269
02205348,陈鑫,女,2003-04-18,1.56,西7舍269
02005350,李雷,男,2001-03-24,1.75,东7舍269
02205352,赵健,女,2003-11-29,1.59,西7舍270
02005354,张宇,男,2003-06-10,1.85,东7舍270
02205356,鲁秀梅,女,2003-07-14,1.62,西7舍270
02005358,冯婷婷,男,2003-08-17,1.87,东7舍270
02205360,雷玉华,女,2003-10-06,1.79,西7舍271
02005362,齐晨,男,2001-04-29,1.71,东7舍271
02205364,杨琴,女,2001-01-19,1.66,西7舍271
02005366,侯坤,男,2001-05-03,1.85,东7舍271
02205368,蒲建平,女,2003-07-14,1.75,西7舍272
02005370,艾桂英,男,2003-04-09,1.67,东7舍272
02205372,向鹏,女,2002-06-14,1.58,西7舍272
02005374,刘瑜,男,2003-07-13,1.78,东7舍272
02205376,张志强,女,2001-06-08,1.50,西7舍273
02005378,李红,男,2002-10-20,1.83,东7舍273
02205380,陈平,女,2003-04-26,1.77,西7舍273
02005382,赵晨,男,2001-12-20,1.65,东7舍273
02205384,郭莹,女,2001-02-22,1.73,西7舍274
02005386,温鹏,男,2003-10-05,1.82,东7舍274
02205388,张玉华,女,2001-06-20,1.61,西7舍274
02005390,杨帅,男,2001-03-30,1.60,东7舍274
02205392,黄雪梅,女,2003-11-18,1.75,西7舍275
02005394,梁超,男,2001-07-13,1.88,东7舍275
02205396,罗红,女,2003-02-19,1.70,西7舍275
02005398,李娟,男,2002-08-12,1.60,东7舍275
02205400,朱婷婷,女,2002-08-13,1.75,西7舍276
02005402,樊瑞,男,2003-09-19,1.76,东7舍276
02205404,曾淑珍,女,2001-10-11,1.65,西7舍276
02005406,杨萍,男,2003-02-25,1.84,东7舍276
02205408,王斌,女,2002-12-06,1.51,西7舍277
02005410,黄志强,男,2001-10-10,1.69,东7舍277
02205412,尹洁,女,2003-04-15,1.76,西7舍277
02005414,康涛,男,2001-06-25,1.85,东7舍277
02205416,王桂芝,女,2001-02-20,1.76,西7舍278
02005418,萧莉,男,2001-07-25,1.90,东7舍278
02205420,萧瑜,女,2001-12-04,1.74,西7舍278
02005422,谢晶,男,2003-07-26,1.85,东7舍278
02205424,张春梅,女,2001-02-15,1.71,西7舍279
02005426,彭丽,男,2002-02-15,1.64,东7舍279
02205428,田春梅,女,2003-09-28,1.61,西7舍279
02005430,熊凯,男,2002-06-10,1.89,东7舍279
02205432,戴淑英,女,2003-10-24,1.70,西7舍280
02005434,刘宇,男,2003-01-03,1.84,东7舍280
02205436,张燕,女,2003-01-29,1.73,西7舍280
02005438,范龙,男,2002-03-14,1.76,东7舍280
02205440,吴婷婷,女,2003-01-31,1.63,西7舍281
02005442,陈荣,男,2001-04-29,1.69,东7舍281
02205444,钱红霞,女,2001-05-17,1.64,西7舍281
02005446,许瑜,男,2001-01-27,1.83,东7舍281
02205448,刘斌,女,2002-06-23,1.63,西7舍282
02005450,冯桂香,男,2003-05-29,1.72,东7舍282
02205452,黄杰,女,2001-06-13,1.62,西7舍282
02005454,黄建国,男,2001-09-24,1.82,东7舍282
02205456,金丽娟,女,2003-12-08,1.54,西7舍283
02005458,张博,男,2002-03-24,1.74,东7舍283
02205460,范桂荣,女,2002-12-13,1.66,西7舍283
02005462,牛玲,男,2003-03-25,1.79,东7舍283
02205464,牛佳,女,2001-01-10,1.71,西7舍284
02005466,傅莹,男,2001-06-02,1.75,东7舍284
02205468,刘平,女,2001-09-06,1.62,西7舍284
02005470,余瑞,男,2003-11-05,1.80,东7舍284
02205472,苏志强,女,2002-12-25,1.75,西7舍285
02005474,周琴,男,2002-12-21,1.90,东7舍285
02205476,董桂荣,女,2002-09-27,1.59,西7舍285
02005478,徐博,男,2001-04-14,1.68,东7舍285
02205480,罗芳,女,2001-10-18,1.55,西7舍286
02005482,马雪梅,男,2002-11-15,1.66,东7舍286
02205484,高兰英,女,2003-10-11,1.73,西7舍286
02005486,张玲,男,2003-08-30,1.86,东7舍286
02205488,唐雪,女,2001-12-28,1.50,西7舍287
02005490,钱艳,男,2001-12-03,1.84,东7舍287
02205492,徐秀荣,女,2002-12-19,1.71,西7舍287
02005494,刘桂花,男,2003-07-24,1.60,东7舍287
02205496,黄莹,女,2001-05-05,1.58,西7舍288
02005498,任超,男,2001-10-13,1.79,东7舍288
02205500,吴浩,女,2003-07-25,1.56,西7舍288
02005502,汤华,男,2001-07-28,1.90,东7舍288
02205504,黄想,女,2003-03-20,1.60,西7舍289
02005506,吴娜,男,2001-09-26,1.61,东7舍289
02205508,李辉,女,2002-04-07,1.74,西7舍289
02005510,李林,男,2001-10-11,1.61,东7舍289
02205512,房磊,女,2003-11-06,1.67,西7舍290
02005514,金雪,男,2003-01-09,1.86,东7舍290
02205516,章倩,女,2001-11-22,1.55,西7舍290
02005518,邬建军,男,2001-01-08,1.87,东7舍290
02205520,王敏,女,2001-08-15,1.55,西7舍291
02005522,敖旭,男,2002-03-29,1.84,东7舍291
02205524,文静,女,2001-12-23,1.59,西7舍291
02005526,荣鹏,男,2003-04-28,1.78,东7舍291
02205528,石凯,女,2001-07-17,1.55,西7舍292
02005530,董兵,男,2001-05-08,1.67,东7舍292
02205532,张雷,女,2002-10-07,1.63,西7舍292
02005534,刘博,男,2001-04-29,1.66,东7舍292
02205536,张建,女,2001-02-16,1.71,西7舍293
02005538,蒋鑫,男,2001-02-16,1.88,东7舍293
02205540,鲁秀兰,女,2003-10-09,1.79,西7舍293
02005542,刘淑英,男,2001-02-14,1.63,东7舍293
02205544,班敏,女,2003-05-25,1.63,西7舍294
02005546,匡博,男,2002-02-14,1.82,东7舍294
02205548,李畅,女,2003-03-17,1.70,西7舍294
02005550,周帆,男,2001-03-14,1.87,东7舍294
02205552,刘宁,女,2003-06-08,1.57,西7舍295
02005554,杨晶,男,2003-01-01,1.89,东7舍295
02205556,孙龙,女,2002-07-24,1.50,西7舍295
02005558,吴丽丽,男,2001-01-22,1.75,东7舍295
02205560,梁莹,女,2002-08-15,1.57,西7舍296
02005562,姚雪梅,男,2002-03-28,1.68,东7舍296
02205564,王秀英,女,2002-07-28,1.60,西7舍296
02005566,苏涛,男,2003-02-07,1.72,东7舍296
02205568,刘建国,女,2003-08-30,1.64,西7舍297
02005570,邱峰,男,2002-07-29,1.65,东7舍297
02205572,鞠磊,女,2002-11-24,1.76,西7舍297
02005574,钟晨,男,2003-03-11,1.69,东7舍297
02205576,刘健,女,2002-12-22,1.62,西7舍298
02005578,胡柳,男,2002-12-29,1.83,东7舍298
02205580,王波,女,2001-04-08,1.54,西7舍298
02005582,董玉华,男,2001-11-08,1.67,东7舍298
02205584,王帅,女,2001-08-25,1.78,西7舍299
02005586,罗健,男,2002-07-09,1.64,东7舍299
02205588,齐兰英,女,2001-05-15,1.79,西7舍299
02005590,邢桂香,男,2002-09-07,1.82,东7舍299
02205592,孙秀华,女,2003-05-28,1.66,西7舍300
02005594,陈红霞,男,2003-05-14,1.67,东7舍300
02205596,田洁,女,2003-06-21,1.68,西7舍300
02005598,沈宇,男,2001-01-06,1.75,东7舍300
02205600,陈军,女,2001-02-09,1.66,西7舍301
02005602,黄林,男,2001-09-24,1.79,东7舍301
02205604,韩桂香,女,2002-10-10,1.69,西7舍301
02005606,杨娜,男,2002-04-05,1.82,东7舍301
02205608,赵林,女,2001-12-18,1.58,西7舍302
02005610,钟金凤,男,2002-07-05,1.63,东7舍302
02205612,江雪,女,2001-12-18,1.72,西7舍302
02005614,张莉,男,2003-08-13,1.74,东7舍302
02205616,李峰,女,2002-08-02,1.76,西7舍303
02005618,许桂花,男,2003-12-09,1.78,东7舍303
02205620,常刚,女,2001-03-16,1.51,西7舍303
02005622,孙敏,男,2001-03-05,1.86,东7舍303
02205624,周玉兰,女,2001-01-04,1.53,西7舍304
02005626,滕欣,男,2001-11-23,1.76,东7舍304
02205628,张霞,女,2001-05-28,1.52,西7舍304
02005630,刘红霞,男,2003-11-15,1.80,东7舍304
02205632,王玲,女,2003-06-22,1.70,西7舍305
02005634,胡岩,男,2001-04-23,1.63,东7舍305
02205636,崔杨,女,2002-03-29,1.74,西7舍305
02005638,吴超,男,2001-12-18,1.66,东7舍305
02205640,鞠莹,女,2001-01-10,1.76,西7舍306
02005642,黄秀云,男,2001-03-17,1.64,东7舍306
02205644,吕海燕,女,2001-03-07,1.53,西7舍306
02005646,姚强,男,2002-08-30,1.82,东7舍306
02205648,张志强,女,2003-07-26,1.72,西7舍307
02005650,马秀兰,男,2003-07-15,1.68,东7舍307
02205652,马畅,女,2001-08-21,1.54,西7舍307
02005654,宋丹丹,男,2003-06-19,1.74,东7舍307
02205656,翁建军,女,2002-11-14,1.58,西7舍308
02005658,王明,男,2003-12-17,1.65,东7舍308
02205660,王桂花,女,2003-10-23,1.52,西7舍308
02005662,潘建,男,2001-02-16,1.72,东7舍308
02205664,龙秀珍,女,2003-07-26,1.73,西7舍309
02005666,高凤英,男,2001-05-23,1.62,东7舍309
02205668,李颖,女,2002-02-22,1.54,西7舍309
02005670,马霞,男,2002-06-14,1.73,东7舍309
02205672,王洁,女,2002-06-13,1.79,西7舍310
02005674,石建华,男,2003-08-16,1.76,东7舍310
02205676,冯刚,女,2002-09-09,1.62,西7舍310
02005678,孙晶,男,2003-03-01,1.67,东7舍310
02205680,何秀华,女,2002-12-19,1.55,西7舍311
02005682,杨兰英,男,2003-01-21,1.69,东7舍311
02205684,李桂英,女,2003-10-20,1.60,西7舍311
02005686,朱斌,男,2002-07-03,1.75,东7舍311
02205688,王楠,女,2001-03-31,1.56,西7舍312
02005690,姜建军,男,2001-10-28,1.69,东7舍312
02205692,张浩,女,2003-11-06,1.53,西7舍312
02005694,席秀云,男,2002-09-15,1.85,东7舍312
02205696,黄颖,女,2002-02-26,1.52,西7舍313
02005698,何洁,男,2003-06-01,1.61,东7舍313
02205700,廖敏,女,2002-07-27,1.67,西7舍313
02005702,彭建华,男,2003-08-08,1.66,东7舍313
02205704,陈建军,女,2002-08-02,1.79,西7舍314
02005706,周秀云,男,2003-05-09,1.83,东7舍314
02205708,马旭,女,2002-06-14,1.59,西7舍314
02005710,汪利,男,2003-03-08,1.85,东7舍314
02205712,彭娟,女,2003-08-27,1.57,西7舍315
02005714,萧红梅,男,2003-01-27,1.79,东7舍315
02205716,杨琳,女,2002-10-20,1.57,西7舍315
02005718,耿淑兰,男,2002-01-22,1.70,东7舍315
02205720,董文,女,2003-12-22,1.58,西7舍316
02005722,刘勇,男,2003-06-21,1.66,东7舍316
02205724,曾颖,女,2002-10-13,1.58,西7舍316
02005726,凌晨,男,2002-12-07,1.75,东7舍316
02205728,张芳,女,2001-12-10,1.58,西7舍317
02005730,赵秀云,男,2002-06-02,1.90,东7舍317
02205732,朱桂英,女,2003-04-27,1.71,西7舍317
02005734,李阳,男,2001-01-11,1.79,东7舍317
02205736,李辉,女,2003-10-22,1.62,西7舍318
02005738,魏超,男,2003-06-30,1.62,东7舍318
02205740,吴玉兰,女,2003-08-07,1.75,西7舍318
02005742,孙艳,男,2003-12-10,1.75,东7舍318
02205744,李强,女,2001-01-16,1.62,西7舍319
02005746,曾璐,男,2003-02-16,1.69,东7舍319
02205748,罗秀珍,女,2002-04-10,1.67,西7舍319
02005750,黄玉珍,男,2002-02-16,1.70,东7舍319
02205752,霍秀兰,女,2001-04-24,1.63,西7舍320
02005754,梁军,男,2002-03-20,1.74,东7舍320
02205756,赵宇,女,2002-07-01,1.68,西7舍320
02005758,谭婷,男,2002-12-23,1.87,东7舍320
02205760,余金凤,女,2002-05-12,1.55,西7舍321
02005762,董坤,男,2002-09-24,1.69,东7舍321
02205764,张兰英,女,2001-03-08,1.69,西7舍321
02005766,应明,男,2002-09-01,1.64,东7舍321
02205768,李霞,女,2002-01-28,1.77,西7舍322
02005770,涂萍,男,2002-07-15,1.74,东7舍322
02205772,王玉兰,女,2002-07-26,1.63,西7舍322
02005774,张浩,男,2003-08-16,1.71,东7舍322
02205776,杨英,女,2002-11-06,1.58,西7舍323
02005778,梅洋,男,2002-07-02,1.62,东7舍323
02205780,陈楠,女,2002-10-30,1.68,西7舍323
02005782,贾玉英,男,2003-04-07,1.85,东7舍323
02205784,邓芳,女,2002-12-31,1.63,西7舍324
02005786,李鑫,男,2001-10-01,1.78,东7舍324
02205788,金建军,女,2001-04-29,1.57,西7舍324
02005790,周晨,男,2003-12-25,1.90,东7舍324
02205792,谭龙,女,2003-07-09,1.79,西7舍325
02005794,张平,男,2002-02-18,1.81,东7舍325
02205796,刘玉,女,2002-04-04,1.52,西7舍325
02005798,赵坤,男,2002-04-15,1.62,东7舍325
02205800,易林,女,2001-12-01,1.73,西7舍326
02005802,严伟,男,2002-07-27,1.71,东7舍326
02205804,陈兵,女,2002-09-05,1.63,西7舍326
02005806,刘梅,男,2001-09-17,1.62,东7舍326
02205808,李雪梅,女,2002-01-04,1.58,西7舍327
02005810,雷林,男,2002-11-24,1.89,东7舍327
02205812,鞠欢,女,2002-08-09,1.50,西7舍327
02005814,李玉珍,男,2002-07-30,1.80,东7舍327
02205816,万燕,女,2001-09-22,1.50,西7舍328
02005818,张晶,男,2003-11-13,1.82,东7舍328
02205820,韩玉梅,女,2003-03-21,1.56,西7舍328
02005822,李慧,男,2001-06-09,1.66,东7舍328
02205824,曹桂荣,女,2001-09-12,1.79,西7舍329
02005826,刘坤,男,2001-05-01,1.89,东7舍329
02205828,王超,女,2001-01-10,1.70,西7舍329
02005830,赵艳,男,2003-01-27,1.66,东7舍329
02205832,李云,女,2003-04-19,1.54,西7舍330
02005834,胡桂英,男,2003-01-12,1.78,东7舍330
02205836,黄玉,女,2001-01-01,1.61,西7舍330
02005838,刘林,男,2001-12-26,1.63,东7舍330
02205840,盛建华,女,2001-01-11,1.51,西7舍331
02005842,王波,男,2002-06-29,1.61,东7舍331
02205844,王健,女,2002-10-12,1.50,西7舍331
02005846,邓玉梅,男,2001-07-05,1.63,东7舍331
02205848,柯超,女,2003-02-11,1.52,西7舍332
02005850,罗欢,男,2003-09-26,1.84,东7舍332
02205852,陈华,女,2002-10-11,1.59,西7舍332
02005854,周阳,男,2003-10-01,1.78,东7舍332
02205856,鞠婷婷,女,2002-09-17,1.68,西7舍333
02005858,李建华,男,2001-06-23,1.64,东7舍333
02205860,段春梅,女,2002-02-18,1.67,西7舍333
02005862,孙璐,男,2002-12-26,1.82,东7舍333
02205864,王峰,女,2002-06-07,1.76,西7舍334
02005866,卫玉兰,男,2002-08-05,1.70,东7舍334
02205868,谷阳,女,2002-07-23,1.67,西7舍334
02005870,高宁,男,2001-02-27,1.84,东7舍334
02205872,唐洋,女,2002-11-15,1.65,西7舍335
02005874,岳建平,男,2002-09-03,1.89,东7舍335
02205876,栾涛,女,2003-05-14,1.69,西7舍335
02005878,陈利,男,2002-05-31,1.70,东7舍335
02205880,黄雪,女,2001-04-21,1.73,西7舍336
02005882,胡飞,男,2002-07-14,1.90,东7舍336
02205884,张倩,女,2002-06-22,1.65,西7舍336
02005886,张想,男,2001-10-16,1.61,东7舍336
02205888,欧宇,女,2001-01-28,1.74,西7舍337
02005890,袁莹,男,2002-10-26,1.70,东7舍337
02205892,冯丽娟,女,2002-06-03,1.74,西7舍337
02005894,彭莹,男,2002-05-29,1.87,东7舍337
02205896,林淑英,女,2003-07-28,1.57,西7舍338
02005898,傅阳,男,2003-01-02,1.86,东7舍338
02205900,潘鹏,女,2001-05-04,1.70,西7舍338
02005902,程志强,男,2001-01-10,1.78,东7舍338
02205904,张金凤,女,2003-11-28,1.59,西7舍339
02005906,蔡峰,男,2003-05-03,1.86,东7舍339
02205908,马莹,女,2003-04-08,1.59,西7舍339
02005910,曾斌,男,2002-12-20,1.69,东7舍339
02205912,张英,女,2003-09-01,1.68,西7舍340
02005914,程敏,男,2002-03-07,1.71,东7舍340
02205916,凌畅,女,2001-09-20,1.64,西7舍340
02005918,樊雪梅,男,2001-04-28,1.72,东7舍340
02205920,陈波,女,2001-10-22,1.50,西7舍341
02005922,王婷婷,男,2001-08-22,1.66,东7舍341
02205924,张秀荣,女,2003-02-17,1.61,西7舍341
02005926,余芳,男,2002-04-11,1.65,东7舍341
02205928,张玉华,女,2002-07-04,1.80,西7舍342
02005930,王萍,男,2003-03-23,1.68,东7舍342
02205932,胡海燕,女,2002-11-03,1.74,西7舍342
02005934,何建军,男,2003-01-24,1.62,东7舍342
02205936,马瑜,女,2002-05-23,1.70,西7舍343
02005938,萧娟,男,2002-07-07,1.85,东7舍343
02205940,庞娜,女,2003-01-06,1.75,西7舍343
02005942,景晶,男,2003-03-11,1.80,东7舍343
02205944,周倩,女,2001-02-13,1.57,西7舍344
02005946,董鹏,男,2003-05-31,1.67,东7舍344
02205948,曹帆,女,2003-01-05,1.68,西7舍344
02005950,徐慧,男,2002-11-17,1.73,东7舍344
02205952,张丹,女,2001-08-08,1.54,西7舍345
02005954,张志强,男,2003-03-16,1.90,东7舍345
02205956,杨萍,女,2002-07-13,1.53,西7舍345
02005958,孙秀云,男,2003-07-22,1.90,东7舍345
02205960,万慧,女,2003-05-15,1.56,西7舍346
02005962,朱玉华,男,2002-01-23,1.77,东7舍346
02205964,李桂香,女,2003-08-25,1.69,西7舍346
02005966,张成,男,2001-12-08,1.79,东7舍346
02205968,陈燕,女,2001-03-07,1.74,西7舍347
02005970,韦成,男,2002-01-23,1.62,东7舍347
02205972,王娟,女,2003-08-09,1.71,西7舍347
02005974,沈秀荣,男,2001-07-13,1.79,东7舍347
02205976,宋兰英,女,2002-07-07,1.57,西7舍348
